accuracy,auc,average_precision,balanced_accuracy,f1,feature_set,fold,high_state,model,model_family,n_test,n_train,positive_rate_pred,positive_rate_test,target,test_end,test_start,train_end,train_start
0.9691516709511568,0.9998884239888424,0.9998230935280035,0.9748953974895398,0.9615384615384615,target_lags,2,high_q75,AR_Logistic,AR,389,1816,0.41645244215938304,0.3856041131105398,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.42159383033419023,0.47238493723849373,0.4748556837065119,0.38778242677824265,0.24242424242424243,external_only,2,high_q75,Exog_Logistic,Exog,389,1816,0.37789203084832906,0.3856041131105398,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.42159383033419023,0.47885634588563464,0.4684486238048152,0.38778242677824265,0.24242424242424243,external_only,2,high_q75,Exog_RandomForestClassifier,Exog,389,1816,0.37789203084832906,0.3856041131105398,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.6580976863753213,0.5374337517433752,0.5004466287229846,0.5665969316596932,0.27322404371584696,external_only,2,high_q75,Exog_ExtraTreesClassifier,Exog,389,1816,0.08483290488431877,0.3856041131105398,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.5398457583547558,0.8247140864714086,0.758193268938161,0.6255230125523012,0.6263048016701461,arx_external_plus_target_lags,2,high_q75,ARX_Logistic,ARX,389,1816,0.8457583547557841,0.3856041131105398,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9537275064267352,0.9927475592747559,0.9837469649954718,0.9623430962343096,0.9433962264150945,arx_external_plus_target_lags,2,high_q75,ARX_RandomForestClassifier,ARX,389,1816,0.4318766066838046,0.3856041131105398,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.7994858611825193,0.9221338912133892,0.8617422482983377,0.7710320781032078,0.7132352941176471,arx_external_plus_target_lags,2,high_q75,ARX_ExtraTreesClassifier,ARX,389,1816,0.31362467866323906,0.3856041131105398,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.5461538461538461,0.5,0.45384615384615384,0.5,0.0,prevalence,3,high_q75,Prevalence,Prevalence,390,2205,0.0,0.45384615384615384,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9358974358974359,0.9999204265138856,0.9999042400382823,0.9413145539906103,0.9340369393139842,target_lags,3,high_q75,AR_Logistic,AR,390,2205,0.517948717948718,0.45384615384615384,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.5641025641025641,0.7128192886130342,0.7430267386854605,0.5818413304686878,0.6171171171171171,external_only,3,high_q75,Exog_Logistic,Exog,390,2205,0.6846153846153846,0.45384615384615384,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.7461538461538462,0.8432932813453224,0.7999962276737215,0.7298878013845786,0.664406779661017,external_only,3,high_q75,Exog_RandomForestClassifier,Exog,390,2205,0.30256410256410254,0.45384615384615384,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.5564102564102564,0.8218084400944272,0.8245842732050364,0.5848253361979788,0.6462167689161554,external_only,3,high_q75,Exog_ExtraTreesClassifier,Exog,390,2205,0.8,0.45384615384615384,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.8487179487179487,0.955651043738893,0.9461976098282363,0.8404949470836317,0.8184615384615384,arx_external_plus_target_lags,3,high_q75,ARX_Logistic,ARX,390,2205,0.37948717948717947,0.45384615384615384,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9692307692307692,0.9902655101986685,0.9838855407678382,0.9699212222487468,0.9664804469273743,arx_external_plus_target_lags,3,high_q75,ARX_RandomForestClassifier,ARX,390,2205,0.4641025641025641,0.45384615384615384,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9230769230769231,0.9891116946500093,0.985897120240496,0.9295774647887324,0.921875,arx_external_plus_target_lags,3,high_q75,ARX_ExtraTreesClassifier,ARX,390,2205,0.5307692307692308,0.45384615384615384,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.794344473007712,0.5,0.20565552699228792,0.5,0.0,prevalence,1,high_q90,Prevalence,Prevalence,389,1427,0.0,0.20565552699228792,tci_within_gold,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.9177377892030848,0.9971682847896439,0.9901388277992069,0.948220064724919,0.8333333333333333,target_lags,1,high_q90,AR_Logistic,AR,389,1427,0.2879177377892031,0.20565552699228792,tci_within_gold,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.4884318766066838,0.3837378640776699,0.1603562251268598,0.4463996763754045,0.2316602316602317,external_only,1,high_q90,Exog_Logistic,Exog,389,1427,0.4601542416452442,0.20565552699228792,tci_within_gold,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.794344473007712,0.7037621359223302,0.3263848421744015,0.5,0.0,external_only,1,high_q90,Exog_RandomForestClassifier,Exog,389,1427,0.0,0.20565552699228792,tci_within_gold,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.794344473007712,0.5420914239482201,0.2980982315136928,0.5,0.0,external_only,1,high_q90,Exog_ExtraTreesClassifier,Exog,389,1427,0.0,0.20565552699228792,tci_within_gold,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.41645244215938304,0.7369336569579287,0.39941766641118287,0.6187904530744337,0.4041994750656168,arx_external_plus_target_lags,1,high_q90,ARX_Logistic,ARX,389,1427,0.7737789203084833,0.20565552699228792,tci_within_gold,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.794344473007712,0.9813106796116504,0.9149650185922602,0.5,0.0,arx_external_plus_target_lags,1,high_q90,ARX_RandomForestClassifier,ARX,389,1427,0.0,0.20565552699228792,tci_within_gold,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.794344473007712,0.9760922330097088,0.9090980996689104,0.5,0.0,arx_external_plus_target_lags,1,high_q90,ARX_ExtraTreesClassifier,ARX,389,1427,0.0,0.20565552699228792,tci_within_gold,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.8123393316195373,0.5,0.18766066838046272,0.5,0.0,prevalence,2,high_q90,Prevalence,Prevalence,389,1816,0.0,0.18766066838046272,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9048843187660668,0.9999132998092596,0.9996272309088974,0.9414556962025317,0.7978142076502733,target_lags,2,high_q90,AR_Logistic,AR,389,1816,0.2827763496143959,0.18766066838046272,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.32904884318766064,0.5394485867868909,0.3310043474658868,0.44481532859372286,0.26062322946175637,external_only,2,high_q90,Exog_Logistic,Exog,389,1816,0.7197943444730077,0.18766066838046272,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.2982005141388175,0.3892838564244841,0.3047482341264957,0.26781688919715624,0.10491803278688523,external_only,2,high_q90,Exog_RandomForestClassifier,Exog,389,1816,0.596401028277635,0.18766066838046272,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.5809768637532133,0.3711418415120513,0.31481079479369384,0.4366004855210681,0.15544041450777202,external_only,2,high_q90,Exog_ExtraTreesClassifier,Exog,389,1816,0.30848329048843187,0.18766066838046272,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.38817480719794345,0.8316282295821049,0.5387721083144132,0.6076166117565458,0.3703703703703704,arx_external_plus_target_lags,2,high_q90,ARX_Logistic,ARX,389,1816,0.7840616966580977,0.18766066838046272,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9408740359897172,0.9750303450667592,0.8607365780751361,0.9636075949367089,0.8639053254437871,arx_external_plus_target_lags,2,high_q90,ARX_RandomForestClassifier,ARX,389,1816,0.2467866323907455,0.18766066838046272,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.7352185089974294,0.8127275880006937,0.48669838512626185,0.7106164383561644,0.4875621890547264,arx_external_plus_target_lags,2,high_q90,ARX_ExtraTreesClassifier,ARX,389,1816,0.32904884318766064,0.18766066838046272,tci_within_gold,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.6820512820512821,0.5,0.31794871794871793,0.5,0.0,prevalence,3,high_q90,Prevalence,Prevalence,390,2205,0.0,0.31794871794871793,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9435897435897436,0.9994542808634489,0.9988483134799968,0.9586466165413534,0.9185185185185185,target_lags,3,high_q90,AR_Logistic,AR,390,2205,0.37435897435897436,0.31794871794871793,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.5743589743589743,0.3195185544506427,0.23563796853438146,0.44042566092650987,0.09782608695652173,external_only,3,high_q90,Exog_Logistic,Exog,390,2205,0.15384615384615385,0.31794871794871793,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.6974358974358974,0.7063727868057241,0.45798611105928394,0.6038382245937424,0.4215686274509804,external_only,3,high_q90,Exog_RandomForestClassifier,Exog,390,2205,0.20512820512820512,0.31794871794871793,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.4564102564102564,0.3188515643948581,0.25733868199295595,0.4228413776376425,0.27891156462585037,external_only,3,high_q90,Exog_ExtraTreesClassifier,Exog,390,2205,0.4358974358974359,0.31794871794871793,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.6897435897435897,0.4493693912199854,0.4194545031845234,0.5788260975018191,0.35978835978835977,arx_external_plus_target_lags,3,high_q90,ARX_Logistic,ARX,390,2205,0.16666666666666666,0.31794871794871793,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9538461538461539,0.9784137763764249,0.8978292910692934,0.9575551782682512,0.930232558139535,arx_external_plus_target_lags,3,high_q90,ARX_RandomForestClassifier,ARX,390,2205,0.3435897435897436,0.31794871794871793,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.8666666666666667,0.9087587921416443,0.7050065313005954,0.8936454038321611,0.821917808219178,arx_external_plus_target_lags,3,high_q90,ARX_ExtraTreesClassifier,ARX,390,2205,0.4307692307692308,0.31794871794871793,tci_within_gold,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.39588688946015427,0.5,0.6041131105398457,0.5,0.0,prevalence,1,high_q75,Prevalence,Prevalence,389,1427,0.0,0.6041131105398457,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.9562982005141388,0.9984249792760431,0.9989830698767259,0.9448051948051948,0.9650924024640657,target_lags,1,high_q75,AR_Logistic,AR,389,1427,0.6478149100257069,0.6041131105398457,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.6041131105398457,0.619452887537994,0.7299817370559946,0.5,0.7532051282051282,external_only,1,high_q75,Exog_Logistic,Exog,389,1427,1.0,0.6041131105398457,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.6041131105398457,0.6836142580823432,0.7252570413337869,0.5,0.7532051282051282,external_only,1,high_q75,Exog_RandomForestClassifier,Exog,389,1427,1.0,0.6041131105398457,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.6041131105398457,0.7328820116054159,0.8126636851096006,0.5,0.7532051282051282,external_only,1,high_q75,Exog_ExtraTreesClassifier,Exog,389,1427,1.0,0.6041131105398457,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.6169665809768637,0.6883116883116884,0.7897120677885261,0.5207101409229069,0.7561374795417347,arx_external_plus_target_lags,1,high_q75,ARX_Logistic,ARX,389,1427,0.9665809768637532,0.6041131105398457,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.8534704370179949,0.974219397623653,0.9700914625488305,0.814935064935065,0.8918406072106262,arx_external_plus_target_lags,1,high_q75,ARX_RandomForestClassifier,ARX,389,1427,0.7506426735218509,0.6041131105398457,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.6041131105398457,0.9444459795523625,0.9625845535989915,0.5,0.7532051282051282,arx_external_plus_target_lags,1,high_q75,ARX_ExtraTreesClassifier,ARX,389,1427,1.0,0.6041131105398457,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.87146529562982,0.5,0.12853470437017994,0.5,0.0,prevalence,2,high_q75,Prevalence,Prevalence,389,1816,0.0,0.12853470437017994,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9845758354755784,0.9974631268436578,0.9822553732960217,0.9741002949852506,0.9411764705882353,target_lags,2,high_q75,AR_Logistic,AR,389,1816,0.13367609254498714,0.12853470437017994,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.570694087403599,0.11722713864306784,0.07259776314868677,0.3274336283185841,0.0,external_only,2,high_q75,Exog_Logistic,Exog,389,1816,0.30077120822622105,0.12853470437017994,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.2750642673521851,0.18277286135693216,0.07786084527388774,0.260117994100295,0.0784313725490196,external_only,2,high_q75,Exog_RandomForestClassifier,Exog,389,1816,0.6580976863753213,0.12853470437017994,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.2750642673521851,0.1974041297935103,0.08748858943942273,0.260117994100295,0.0784313725490196,external_only,2,high_q75,Exog_ExtraTreesClassifier,Exog,389,1816,0.6580976863753213,0.12853470437017994,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.7609254498714653,0.4229498525073747,0.10958028155519803,0.47920353982300884,0.09708737864077671,arx_external_plus_target_lags,2,high_q75,ARX_Logistic,ARX,389,1816,0.13624678663239073,0.12853470437017994,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9203084832904884,0.9057817109144543,0.6487296333840405,0.851976401179941,0.7102803738317756,arx_external_plus_target_lags,2,high_q75,ARX_RandomForestClassifier,ARX,389,1816,0.14652956298200515,0.12853470437017994,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.33676092544987146,0.5146312684365781,0.12920498582415163,0.5853687315634218,0.2628571428571429,arx_external_plus_target_lags,2,high_q75,ARX_ExtraTreesClassifier,ARX,389,1816,0.7712082262210797,0.12853470437017994,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.7948717948717948,0.5,0.20512820512820512,0.5,0.0,prevalence,3,high_q75,Prevalence,Prevalence,390,2205,0.0,0.20512820512820512,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9794871794871794,0.997741935483871,0.9915340950339494,0.9824596774193548,0.9518072289156626,target_lags,3,high_q75,AR_Logistic,AR,390,2205,0.2205128205128205,0.20512820512820512,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.8435897435897436,0.8614112903225807,0.6934812486089205,0.61875,0.3838383838383838,external_only,3,high_q75,Exog_Logistic,Exog,390,2205,0.04871794871794872,0.20512820512820512,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.5820512820512821,0.7261088709677419,0.4903258567274067,0.6536290322580645,0.4320557491289199,external_only,3,high_q75,Exog_RandomForestClassifier,Exog,390,2205,0.5307692307692308,0.20512820512820512,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.3487179487179487,0.3664516129032258,0.15588645387329333,0.5300403225806452,0.345360824742268,external_only,3,high_q75,Exog_ExtraTreesClassifier,Exog,390,2205,0.7897435897435897,0.20512820512820512,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9487179487179487,0.9970161290322581,0.9888836439906223,0.875,0.8571428571428571,arx_external_plus_target_lags,3,high_q75,ARX_Logistic,ARX,390,2205,0.15384615384615385,0.20512820512820512,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9615384615384616,0.9944758064516129,0.9782081683624767,0.957258064516129,0.9101796407185629,arx_external_plus_target_lags,3,high_q75,ARX_RandomForestClassifier,ARX,390,2205,0.2230769230769231,0.20512820512820512,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.764102564102564,0.9681048387096775,0.9174419016060099,0.8469758064516129,0.632,arx_external_plus_target_lags,3,high_q75,ARX_ExtraTreesClassifier,ARX,390,2205,0.4358974358974359,0.20512820512820512,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.9562982005141388,0.5,0.043701799485861184,0.5,0.0,prevalence,1,high_q90,Prevalence,Prevalence,389,1427,0.0,0.043701799485861184,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.7737789203084833,0.9968374446552815,0.8707654609903744,0.8817204301075269,0.2786885245901639,target_lags,1,high_q90,AR_Logistic,AR,389,1427,0.2699228791773779,0.043701799485861184,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.04884318766066838,0.47643896268184693,0.04173985231683943,0.5026881720430108,0.08415841584158415,external_only,1,high_q90,Exog_Logistic,Exog,389,1427,0.9948586118251928,0.043701799485861184,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.05398457583547558,0.8136464263124605,0.10765842775725791,0.5053763440860215,0.0845771144278607,external_only,1,high_q90,Exog_RandomForestClassifier,Exog,389,1427,0.9897172236503856,0.043701799485861184,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.04627249357326478,0.851122707147375,0.1656567650751474,0.5013440860215054,0.0839506172839506,external_only,1,high_q90,Exog_ExtraTreesClassifier,Exog,389,1427,0.9974293059125964,0.043701799485861184,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.09768637532133675,0.5684693232131562,0.049697581935655794,0.5282258064516129,0.0883116883116883,arx_external_plus_target_lags,1,high_q90,ARX_Logistic,ARX,389,1427,0.9460154241645244,0.043701799485861184,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.7994858611825193,0.9965211891208097,0.9293944681487933,0.8951612903225806,0.30357142857142855,arx_external_plus_target_lags,1,high_q90,ARX_RandomForestClassifier,ARX,389,1427,0.2442159383033419,0.043701799485861184,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.36503856041131105,0.9889310562934852,0.7137444349720565,0.668010752688172,0.12099644128113878,arx_external_plus_target_lags,1,high_q90,ARX_ExtraTreesClassifier,ARX,389,1427,0.6786632390745502,0.043701799485861184,tci_within_silver,2022-03-16,2020-03-04,2020-03-03,2013-04-08
0.9691516709511568,0.5,0.030848329048843187,0.5,0.0,prevalence,2,high_q90,Prevalence,Prevalence,389,1816,0.0,0.030848329048843187,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9820051413881749,0.9986737400530504,0.9685457516339869,0.9907161803713528,0.7741935483870968,target_lags,2,high_q90,AR_Logistic,AR,389,1816,0.04884318766066838,0.030848329048843187,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.6863753213367609,0.7904509283819628,0.07059883379413565,0.8381962864721486,0.1643835616438356,external_only,2,high_q90,Exog_Logistic,Exog,389,1816,0.3444730077120823,0.030848329048843187,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9691516709511568,0.12875773651635722,0.023212224767571656,0.5,0.0,external_only,2,high_q90,Exog_RandomForestClassifier,Exog,389,1816,0.0,0.030848329048843187,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.794344473007712,0.27276746242263483,0.026058634421078686,0.40981432360742703,0.0,external_only,2,high_q90,Exog_ExtraTreesClassifier,Exog,389,1816,0.17480719794344474,0.030848329048843187,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9691516709511568,0.9087091069849691,0.19426643257100645,0.5,0.0,arx_external_plus_target_lags,2,high_q90,ARX_Logistic,ARX,389,1816,0.0,0.030848329048843187,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9691516709511568,0.9255083996463307,0.4971407802563753,0.5,0.0,arx_external_plus_target_lags,2,high_q90,ARX_RandomForestClassifier,ARX,389,1816,0.0,0.030848329048843187,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
0.9640102827763496,0.9031830238726791,0.243273607239203,0.4973474801061008,0.0,arx_external_plus_target_lags,2,high_q90,ARX_ExtraTreesClassifier,ARX,389,1816,0.005141388174807198,0.030848329048843187,tci_within_silver,2024-03-12,2022-03-17,2022-03-16,2013-04-08
1.0,,,1.0,0.0,prevalence,3,high_q90,Prevalence,Prevalence,390,2205,0.0,0.0,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.8846153846153846,,,0.8846153846153846,0.0,target_lags,3,high_q90,AR_Logistic,AR,390,2205,0.11538461538461539,0.0,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
0.8205128205128205,,,0.8205128205128205,0.0,external_only,3,high_q90,Exog_Logistic,Exog,390,2205,0.1794871794871795,0.0,tci_within_silver,2026-03-31,2024-03-13,2024-03-12,2013-04-08
